title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
Guardian: The Lonely and Great God,series,2016–2017,TV-14,02 Dec 2016,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5994364,8.6,"11,884",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTg0YmQxZTgtMzgwYi00N2NhLTlkMWYtOWYwNDA1YjkxMmViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Oldboy,movie,2003,R,21 Nov 2003,"Action, Drama, Mystery, Thriller",Chan-wook Park,"Garon Tsuchiya (story), Nobuaki Minegishi (comic), Chan-wook Park (character created by: Oldboy,  Vengeance Trilogy), Chan-wook Park (screenplay), Joon-hyung Lim (screenplay), Jo-yun Hwang (screenplay)",Korean,South Korea,tt0364569,8.4,"519,823","Egg Films, Show East",N/A,https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SX300.jpg
Prison Playbook,series,2017–2018,N/A,22 Nov 2017,"Comedy, Drama",N/A,N/A,Korean,South Korea,tt7622902,8.4,"1,676",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMzYwNzEtY2U1Zi00MTA1LWJhZTctZjE2NjMzYjlmNmQwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Our President,movie,2017,N/A,02 Jun 2017,Documentary,Chang-jae Lee,N/A,English,South Korea,tt7037566,5.6,94,CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMTc0ODM2OTgyNF5BMl5BanBnXkFtZTgwMzg3ODc2MjI@._V1_SX300.jpg
Tunnel,series,2017,N/A,25 Mar 2017,"Crime, Fantasy, Thriller",N/A,N/A,Korean,South Korea,tt6356086,8.3,"1,743",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTM1MzFkZGQtM2FkNC00ZGEyLTkwYWQtOWVkODhhM2NlYzkyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Hyena,series,2020–,N/A,21 Feb 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt11534164,7.8,502,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzZmNjljMWQtMzE5MS00YjIzLTg2MGItMmNmNWE0MzEyYWFhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Mr. Heart,series,2020,N/A,18 Sep 2020,"Drama, Romance, Sport",N/A,N/A,Korean,South Korea,tt13278246,7.3,143,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGExZjdlZjYtZDQzMi00NjM3LWE2ZDgtZmMyZGUxMTQyMmNmXkEyXkFqcGdeQXVyNDYzNDg2MTM@._V1_SX300.jpg
"It's Okay, That's Love",series,2014,TV-14,23 Jul 2014,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt4031224,8.3,"3,159",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDJiNjUyOGUtZTc0Zi00ZDFhLTg4NzUtOTM2NGFhZGI4ZTQ4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My Love from Another Star,series,2013–2014,Not Rated,18 Dec 2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",N/A,N/A,Korean,South Korea,tt3469052,8.2,"9,026",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTA2MTZhMmQtN2VmOC00NTc4LWE2ZWQtNzc5ZDk5YWE4NDdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Sound of Your Heart,series,2016–,N/A,07 Nov 2016,Comedy,N/A,N/A,Korean,South Korea,tt4613520,8.3,794,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTNjMDIyMDktMDQwOS00OGU0LWI1ZjAtNTliOTZlNzA0MmMzXkEyXkFqcGdeQXVyMjgxMTM2OQ@@._V1_SX300.jpg
Live,series,2018,N/A,10 Mar 2018,"Comedy, Crime, Drama",N/A,N/A,Korean,South Korea,tt7976532,8.4,842,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmYwZWQ1NmUtYTM1My00NWZmLTk0NzAtMWY0YzFmYjlkNTE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Eulachacha Waikiki,series,2018–2019,N/A,05 Feb 2018,"Comedy, Drama",N/A,N/A,Korean,South Korea,tt7890304,8.3,"1,206",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmU3YzY2YmYtODRjOC00YjYxLWFjOGUtNmM4YTMzYTEwODYyXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Arthdal Chronicles,series,2019–,N/A,01 Jun 2019,"Action, Drama, Fantasy, History, Romance",N/A,N/A,Korean,South Korea,tt8750956,8.4,"2,560",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGVjMjhhYzEtZjA3YS00NDA1LTg0ZGQtYTQ2MzJlOGU1MDBkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My Country: The New Age,series,2019–,N/A,04 Oct 2019,"Action, Drama, History, Romance",N/A,N/A,Korean,South Korea,tt10850888,8.3,"1,165",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGEzZjUwNDItNTYwNS00YWU3LTlhZmUtNDEwNzk5ZTk0YzBkXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The King: Eternal Monarch,series,2020,TV-14,17 Apr 2020,"Fantasy, Mystery, Romance",N/A,N/A,Korean,South Korea,tt11228748,8.2,"6,272",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDk2MDAyNmYtY2VlNS00N2EzLWE4ZDEtMmI0N2ViYzk4ODU4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
The Sound of Your Heart,series,2016–,N/A,07 Nov 2016,Comedy,N/A,N/A,Korean,South Korea,tt4613520,8.3,794,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTNjMDIyMDktMDQwOS00OGU0LWI1ZjAtNTliOTZlNzA0MmMzXkEyXkFqcGdeQXVyMjgxMTM2OQ@@._V1_SX300.jpg
A Moment to Remember,movie,2004,PG-13,05 Nov 2004,"Drama, Romance",John H. Lee,"Yeong-ha Kim, John H. Lee",Korean,South Korea,tt0428870,8.2,"22,022",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODYzODg5Mjg3Ml5BMl5BanBnXkFtZTgwNDM1MDQ2MzE@._V1_SX300.jpg
Miracle in Cell No. 7,movie,2013,N/A,08 Mar 2013,"Comedy, Drama",Hwan-kyung Lee,"Hwan-kyung Lee (screenplay), Yeong-ah Yoo (screenplay), Hwang-seong Kim (screenplay), Young-seok Kim (screenplay)",Korean,South Korea,tt2659414,8.2,"17,064",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGFkYzhmOWEtZTlkYi00ZTVkLWI5ZmQtY2IxOTkxMGU4ZWFmXkEyXkFqcGdeQXVyNjg5MjgxODQ@._V1_SX300.jpg
Steven Universe,series,2013–2020,TV-PG,27 Jul 2013,"Animation, Short, Action, Adventure, Comedy, Drama, Family, Fantasy, Musical, Mystery, Sci-Fi, Thriller",N/A,Rebecca Sugar,"Korean, Spanish, English","USA, South Korea, Spain, Japan, Mexico",tt3061046,8.2,"25,931",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTNjMTM1YWYtZWQ3Yy00OGI1LWEyZjUtYTk3OTk5NGIxMzIyXkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_SX300.jpg
Reply 1997,series,2012–2013,N/A,24 Jul 2012,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt2782216,8.2,"1,607",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNThjNzc0YTYtMDAxZS00YTEwLTg0N2ItYjc3NDlkODRlNmM4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Something in the Rain,series,2018,N/A,30 Mar 2018,"Drama, Romance",N/A,N/A,Korean,South Korea,tt8078816,8.1,"3,645",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmM4ZjUwZDctZTlhYS00NDM3LTgxOTMtNDU0ZmM2YmY4M2I4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Misty,series,2018–,TV-MA,02 Feb 2018,"Drama, Mystery, Romance, Thriller",N/A,N/A,Korean,South Korea,tt7890244,8.2,362,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNThjNGNlYjktMzgxNC00ZGU3LTgzNjUtY2Y1YmUxMTI3NDZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
What's Wrong with Secretary Kim,series,2018,TV-G,06 Jun 2018,"Comedy, Mystery, Romance",N/A,N/A,Korean,South Korea,tt8242904,8.1,"6,160",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGM2ODk3MTItN2ZkOS00ODMzLTg1ZjgtMWI3Y2U5ZDNmMzc0XkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_SX300.jpg
Chicago Typewriter,series,2017,N/A,07 Apr 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt6516076,8.3,"1,138",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGIyYjM2YjktZTliMi00YzQ4LThkZDctYzY5NDVhMjgwZjA0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Because This Is My First Life,series,2017,N/A,09 Oct 2017,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt7278588,8.1,"2,622",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzIzNjRiMjEtNDg0Ny00NmUxLThkNDctMDYyOTU2ZjBhYTIyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Itaewon Class,series,2020,TV-MA,31 Jan 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt11239552,8.2,"5,991",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODY1NWE2OTctOTU5MC00NTlmLWI2MzktMmYzMTUzYjk4YjEzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Rugal,series,2020–,N/A,28 Mar 2020,"Action, Crime, Sci-Fi, Thriller",N/A,N/A,Korean,South Korea,tt11769798,6.4,533,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDFmOTBlMjItNDhlMC00ZGM4LTgzOWQtZTJjYzYzODMxZWU3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Where Your Eyes Linger,series,2020,N/A,22 May 2020,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt12418132,8.1,565,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDM0ODJmNTYtZmEwMy00MGE4LWIwMmItNGIyYjNkNWE2NDhkXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Silenced,movie,2011,Not Rated,22 Sep 2011,Drama,Dong-hyuk Hwang,"Ji-young Gong (based upon the novel by), Dong-hyuk Hwang (screenplay adaptation)","Korean, Korean Sign Language",South Korea,tt2070649,8.1,"11,516",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTUyNTc3NTg3M15BMl5BanBnXkFtZTgwMzc1MTAzMjE@._V1_SX300.jpg
Memories of Murder,movie,2003,Not Rated,02 May 2003,"Crime, Drama, Mystery, Thriller",Bong Joon Ho,"Bong Joon Ho, Kwang-rim Kim (play), Sung-bo Shim","Korean, English",South Korea,tt0353969,8.1,"140,690",Houston Lady Productions,N/A,https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
Oh My Ghost,series,2015,N/A,03 Jul 2015,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt4799574,8.1,"3,381",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWRmNDRkN2ItYTEyNS00NWVhLWFkNzgtNWJkM2RkOTcyNWRmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Handmaiden,movie,2016,Not Rated,01 Jun 2016,"Drama, Romance, Thriller",Chan-wook Park,"Sarah Waters (inspired by the novel ""Fingersmith"" by), Seo-kyeong Jeong (screenplay), Chan-wook Park (screenplay)","Korean, Japanese",South Korea,tt4016934,8.1,"114,432","Moho Film, Yong Film",N/A,https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
A Korean Odyssey,series,2017–2018,N/A,23 Dec 2017,"Comedy, Fantasy, Horror, Romance",N/A,N/A,Korean,South Korea,tt7099334,8.1,"3,093",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjUzYTU2MmUtMmJjNS00OTAwLTkwZjUtZDI0NzQzMTQ2Mjk0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Oh My Ghost,series,2015,N/A,03 Jul 2015,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt4799574,8.1,"3,381",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWRmNDRkN2ItYTEyNS00NWVhLWFkNzgtNWJkM2RkOTcyNWRmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Romance Is a Bonus Book,series,2019,N/A,26 Jan 2019,Romance,N/A,N/A,Korean,South Korea,tt9130542,8.1,"2,936",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZiMzZjZDUtMmU2MS00MWU4LWFmODYtZmU3ZjlhODYwMGJkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Rookie Historian Goo Hae-Ryung,series,2019,N/A,17 Jul 2019,"Drama, History, Romance",N/A,N/A,Korean,South Korea,tt10406128,8.2,996,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmVmMjlkMzctNjg3OS00NTk3LWEwNjEtMmIzOTJkN2U3ODY5XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg
Weekends,movie,2016,N/A,22 Dec 2016,Documentary,Dong-ha Lee,Dong-ha Lee,Korean,South Korea,tt5992118,8.1,16,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzJmODhjZDctM2JiOC00YzNlLWIyZDctODk5MzZkODE3NzQ0XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg
The Light in Your Eyes,series,2019,N/A,11 Feb 2019,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt9466968,8.0,391,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjgwN2Q5MDYtZjU1YS00MzQxLTg1NjAtZDljY2YxNjg2NjIzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Be Melodramatic,series,2019–,N/A,09 Aug 2019,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt10559276,8.1,302,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWIyZDIyZmMtNzBkMi00NjJmLTgzMDMtNWQ0MTk5MGI3NGYyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Spy Nation,movie,2016,N/A,13 Oct 2016,Documentary,Seung-ho Choi,Jae-Hong Jeong,"Korean, Japanese, Mandarin",South Korea,tt6327210,8.0,22,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjkxOTVjZjUtYmUxNC00MWNlLWE4ZGEtY2JlNzIwZWM2N2UzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg
Hell Is Other People,series,2019,N/A,31 Aug 2019,"Crime, Horror, Mystery",N/A,N/A,Korean,South Korea,tt10613844,7.9,"1,870",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTlkZTc2YzktZGEwYS00YzJmLWI3M2YtMmI1M2Y2MDNlNmI1XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg
Dear My Friends,series,2016,N/A,13 May 2016,"Comedy, Drama",N/A,N/A,N/A,South Korea,tt5689030,8.3,201,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjVjOGI0ZGEtYzQ2YS00NTFmLTg4MGMtM2ViYTRiNThhMDZiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The World of the Married,series,2020–,N/A,27 Mar 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt12042964,8.1,"1,517",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDcyZDA3OWMtM2M1OC00ZWQ1LWFkMDUtMGVhOGYwMTc1OTY1XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Family's Honor,series,2008–2009,N/A,11 Oct 2008,"Family, Romance",N/A,N/A,Korean,South Korea,tt1688124,8.6,18,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmFjZjJhYWMtOGFlMC00ODRjLTg1YWUtNjJjNDhjN2IzZjU1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Weekly Idol,series,2011–,N/A,23 Jul 2011,"Game-Show, Talk-Show",N/A,N/A,Korean,South Korea,tt3141676,7.8,184,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjhmNzNiYWYtNDdlNi00Njc2LTk4ZGEtZjQzNDI5MGMyZmU2XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Intention,movie,2018,N/A,12 Apr 2018,Documentary,Ji-young Kim,Ji-young Kim,Korean,South Korea,tt8443326,8.3,90,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTBkNmJmMjMtYzdhOC00ZGEyLTllZmEtZTIzOGRmYjQwNGVhXkEyXkFqcGdeQXVyNzQzNDM3NTI@._V1_SX300.jpg
"Hi Bye, Mama!",series,2020–,N/A,22 Feb 2020,"Comedy, Drama, Fantasy",N/A,N/A,Korean,South Korea,tt11804034,8.0,"1,022",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU0NWY5MzQtNjE3Yy00N2M3LThhOTctMDZkM2E1NGJiNmU3XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg
The Chaser,movie,2008,Not Rated,14 Feb 2008,"Action, Crime, Thriller",Hong-jin Na,"Won-Chan Hong, Shinho Lee, Hong-jin Na (screenplay by), Hong-jin Na",Korean,South Korea,tt1190539,7.8,"58,735",Showbox Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BY2ViOTU5MDQtZTRiZi00YjViLWFiY2ItOTRhNWYyN2ZiMzUyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Sungkyunkwan Scandal,series,2010,TV-Y,30 Aug 2010,"Comedy, Drama, History, Romance",N/A,N/A,Korean,South Korea,tt2745682,7.8,"1,270",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmI5Nzk1NGMtM2E1ZS00OTk2LWJlMDQtYTdkMmE4OGE2ZjRlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Reply 1994,series,2013,N/A,18 Oct 2013,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt3357586,7.9,948,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTA4NDZmNDEtNjZkYS00ZWNlLTg1MTItZjhkM2JlNmI1MzI0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Bad Guys,series,2014,TV-MA,10 Oct 2014,Crime,N/A,N/A,Korean,South Korea,tt3914520,7.9,"1,212",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjI2NjY4MDctYjE5Ni00OWJmLTg5MjEtYTYyYjkzZjU5NjIzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The Third Charm,series,2018,N/A,28 Sep 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8954026,6.1,213,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2RmNWU0NzctMzZmNi00MjExLTk1MTQtNTA1Mzc0MmQ2ZGM2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Another Miss Oh,series,2016,N/A,02 May 2016,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5679572,7.9,"1,289",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGY2MGM0NmEtYjVkNC00ZTE2LTg4OGItMTQ0ZWJjMmM1OWFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
One Spring Night,series,2019,N/A,22 May 2019,"Drama, Romance",N/A,N/A,Korean,South Korea,tt10192576,7.9,"1,373",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg5YWZmMGItZWM1MC00NWI4LTgxY2ItNzAyZDU0MTRmYTNkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Chief of Staff,series,2019–,N/A,14 Jun 2019,Drama,N/A,N/A,Korean,South Korea,tt10220476,7.9,287,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDkyYTM4ZTAtNDQyYy00MmM2LTgxZjktODg4YTAzZDg4Mjc1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Designated Survivor: 60 Days,series,2019,N/A,01 Jul 2019,"Drama, Thriller",N/A,N/A,Korean,South Korea,tt10405394,8.1,748,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZmZWIzNGItZGQ1YS00NmM3LTgzYTctNzEzMjIyMjViNTUwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
When the Camellia Blooms,series,2019,N/A,18 Sep 2019,"Comedy, Drama, Romance, Thriller",N/A,N/A,Korean,South Korea,tt10826064,8.0,"1,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjM5ODk0MGItOWFjNS00NjUxLWEwM2EtYzBiYjAwNzE0MmE3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Save Me,series,2017–2019,TV-14,05 Aug 2017,"Mystery, Thriller",N/A,N/A,Korean,South Korea,tt7020532,8.0,767,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWJkMTU2ZTctOWI2Yi00NzEwLWI5OTMtNGQwNDViMjdiOWE4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Hospital Playlist,series,2020–2021,N/A,12 Mar 2020,"Comedy, Drama",N/A,N/A,Korean,South Korea,tt11769304,8.7,"1,817",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmFmNGE1ZTEtMzkwMi00YjNhLWE0ODItZTAxYTAyMmJhMGI3XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Ode To My Father,movie,2014,Not Rated,17 Dec 2014,"Drama, War",JK Youn,"Su-jin Park, JK Youn","Korean, English, German, Vietnamese",South Korea,tt3812366,7.8,"4,301",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU1ODg0NDUwN15BMl5BanBnXkFtZTgwNjY1MDQ1MzE@._V1_SX300.jpg
The Man from Nowhere,movie,2010,R,05 Aug 2010,"Action, Crime, Drama, Thriller",Jeong-beom Lee,Jeong-beom Lee,"Korean, English",South Korea,tt1527788,7.8,"63,201",Cinema Service,N/A,https://m.media-amazon.com/images/M/MV5BMTgzMTkxNjAxNV5BMl5BanBnXkFtZTgwMDU3MDE0MjE@._V1_SX300.jpg
