title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
The Sound of Your Heart,series,2016–,N/A,07 Nov 2016,Comedy,N/A,N/A,Korean,South Korea,tt4613520,8.3,794,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTNjMDIyMDktMDQwOS00OGU0LWI1ZjAtNTliOTZlNzA0MmMzXkEyXkFqcGdeQXVyMjgxMTM2OQ@@._V1_SX300.jpg
Live,series,2018,N/A,10 Mar 2018,"Comedy, Crime, Drama",N/A,N/A,Korean,South Korea,tt7976532,8.4,842,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmYwZWQ1NmUtYTM1My00NWZmLTk0NzAtMWY0YzFmYjlkNTE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Arthdal Chronicles,series,2019–,N/A,01 Jun 2019,"Action, Drama, Fantasy, History, Romance",N/A,N/A,Korean,South Korea,tt8750956,8.4,"2,560",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGVjMjhhYzEtZjA3YS00NDA1LTg0ZGQtYTQ2MzJlOGU1MDBkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
My Country: The New Age,series,2019–,N/A,04 Oct 2019,"Action, Drama, History, Romance",N/A,N/A,Korean,South Korea,tt10850888,8.3,"1,165",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGEzZjUwNDItNTYwNS00YWU3LTlhZmUtNDEwNzk5ZTk0YzBkXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The King: Eternal Monarch,series,2020,TV-14,17 Apr 2020,"Fantasy, Mystery, Romance",N/A,N/A,Korean,South Korea,tt11228748,8.2,"6,272",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDk2MDAyNmYtY2VlNS00N2EzLWE4ZDEtMmI0N2ViYzk4ODU4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Reply 1997,series,2012–2013,N/A,24 Jul 2012,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt2782216,8.2,"1,607",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNThjNzc0YTYtMDAxZS00YTEwLTg0N2ItYjc3NDlkODRlNmM4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Something in the Rain,series,2018,N/A,30 Mar 2018,"Drama, Romance",N/A,N/A,Korean,South Korea,tt8078816,8.1,"3,645",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmM4ZjUwZDctZTlhYS00NDM3LTgxOTMtNDU0ZmM2YmY4M2I4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Chicago Typewriter,series,2017,N/A,07 Apr 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt6516076,8.3,"1,138",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGIyYjM2YjktZTliMi00YzQ4LThkZDctYzY5NDVhMjgwZjA0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Because This Is My First Life,series,2017,N/A,09 Oct 2017,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt7278588,8.1,"2,622",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzIzNjRiMjEtNDg0Ny00NmUxLThkNDctMDYyOTU2ZjBhYTIyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Itaewon Class,series,2020,TV-MA,31 Jan 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt11239552,8.2,"5,991",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODY1NWE2OTctOTU5MC00NTlmLWI2MzktMmYzMTUzYjk4YjEzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Rugal,series,2020–,N/A,28 Mar 2020,"Action, Crime, Sci-Fi, Thriller",N/A,N/A,Korean,South Korea,tt11769798,6.4,533,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDFmOTBlMjItNDhlMC00ZGM4LTgzOWQtZTJjYzYzODMxZWU3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Oh My Ghost,series,2015,N/A,03 Jul 2015,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt4799574,8.1,"3,381",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWRmNDRkN2ItYTEyNS00NWVhLWFkNzgtNWJkM2RkOTcyNWRmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
A Korean Odyssey,series,2017–2018,N/A,23 Dec 2017,"Comedy, Fantasy, Horror, Romance",N/A,N/A,Korean,South Korea,tt7099334,8.1,"3,093",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjUzYTU2MmUtMmJjNS00OTAwLTkwZjUtZDI0NzQzMTQ2Mjk0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Oh My Ghost,series,2015,N/A,03 Jul 2015,"Comedy, Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt4799574,8.1,"3,381",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWRmNDRkN2ItYTEyNS00NWVhLWFkNzgtNWJkM2RkOTcyNWRmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Romance Is a Bonus Book,series,2019,N/A,26 Jan 2019,Romance,N/A,N/A,Korean,South Korea,tt9130542,8.1,"2,936",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZiMzZjZDUtMmU2MS00MWU4LWFmODYtZmU3ZjlhODYwMGJkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Rookie Historian Goo Hae-Ryung,series,2019,N/A,17 Jul 2019,"Drama, History, Romance",N/A,N/A,Korean,South Korea,tt10406128,8.2,996,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmVmMjlkMzctNjg3OS00NTk3LWEwNjEtMmIzOTJkN2U3ODY5XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg
Hell Is Other People,series,2019,N/A,31 Aug 2019,"Crime, Horror, Mystery",N/A,N/A,Korean,South Korea,tt10613844,7.9,"1,870",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTlkZTc2YzktZGEwYS00YzJmLWI3M2YtMmI1M2Y2MDNlNmI1XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg
Dear My Friends,series,2016,N/A,13 May 2016,"Comedy, Drama",N/A,N/A,N/A,South Korea,tt5689030,8.3,201,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjVjOGI0ZGEtYzQ2YS00NTFmLTg4MGMtM2ViYTRiNThhMDZiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Boys Over Flowers,series,2009,TV-14,05 Jan 2009,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt1370334,7.9,"8,993",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmNmMTdhNzItNjM4ZC00NjgxLWIwNWMtMzkxZWZkZWVjMzZkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
"Hi Bye, Mama!",series,2020–,N/A,22 Feb 2020,"Comedy, Drama, Fantasy",N/A,N/A,Korean,South Korea,tt11804034,8.0,"1,022",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU0NWY5MzQtNjE3Yy00N2M3LThhOTctMDZkM2E1NGJiNmU3XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg
Iris,series,2009–2013,N/A,14 Oct 2009,"Action, Mystery, Romance, Thriller",N/A,N/A,"Korean, English, Japanese, Hungarian, Mandarin",South Korea,tt1757202,7.9,"1,695",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzgwZDZiYzEtZjdmYS00NDVlLTg4MWUtNzJhNjc4ZmI5YzBiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Reply 1994,series,2013,N/A,18 Oct 2013,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt3357586,7.9,948,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTA4NDZmNDEtNjZkYS00ZWNlLTg1MTItZjhkM2JlNmI1MzI0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Bad Guys,series,2014,TV-MA,10 Oct 2014,Crime,N/A,N/A,Korean,South Korea,tt3914520,7.9,"1,212",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjI2NjY4MDctYjE5Ni00OWJmLTg5MjEtYTYyYjkzZjU5NjIzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Another Miss Oh,series,2016,N/A,02 May 2016,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5679572,7.9,"1,289",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGY2MGM0NmEtYjVkNC00ZTE2LTg4OGItMTQ0ZWJjMmM1OWFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
One Spring Night,series,2019,N/A,22 May 2019,"Drama, Romance",N/A,N/A,Korean,South Korea,tt10192576,7.9,"1,373",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg5YWZmMGItZWM1MC00NWI4LTgxY2ItNzAyZDU0MTRmYTNkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Chief of Staff,series,2019–,N/A,14 Jun 2019,Drama,N/A,N/A,Korean,South Korea,tt10220476,7.9,287,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDkyYTM4ZTAtNDQyYy00MmM2LTgxZjktODg4YTAzZDg4Mjc1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Designated Survivor: 60 Days,series,2019,N/A,01 Jul 2019,"Drama, Thriller",N/A,N/A,Korean,South Korea,tt10405394,8.1,748,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZmZWIzNGItZGQ1YS00NmM3LTgzYTctNzEzMjIyMjViNTUwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
When the Camellia Blooms,series,2019,N/A,18 Sep 2019,"Comedy, Drama, Romance, Thriller",N/A,N/A,Korean,South Korea,tt10826064,8.0,"1,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjM5ODk0MGItOWFjNS00NjUxLWEwM2EtYzBiYjAwNzE0MmE3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Save Me,series,2017–2019,TV-14,05 Aug 2017,"Mystery, Thriller",N/A,N/A,Korean,South Korea,tt7020532,8.0,767,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWJkMTU2ZTctOWI2Yi00NzEwLWI5OTMtNGQwNDViMjdiOWE4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Hospital Playlist,series,2020–2021,N/A,12 Mar 2020,"Comedy, Drama",N/A,N/A,Korean,South Korea,tt11769304,8.7,"1,817",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmFmNGE1ZTEtMzkwMi00YjNhLWE0ODItZTAxYTAyMmJhMGI3XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Miraculous: Tales of Ladybug & Cat Noir,series,2015–,TV-Y7,20 Dec 2015,"Animation, Action, Adventure, Family, Fantasy, Romance",N/A,N/A,"Urdu, Hindi, Spanish, French, Korean, English","France, South Korea, Japan, Spain, Mexico",tt2580046,7.8,"5,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkYmNjMTUtNmJhZC00NDVmLTljMGYtMmY5MWFiZDVjNDc0XkEyXkFqcGdeQXVyNjc0MjcxMDk@._V1_SX300.jpg
Miraculous: Tales of Ladybug & Cat Noir,series,2015–,TV-Y7,20 Dec 2015,"Animation, Action, Adventure, Family, Fantasy, Romance",N/A,N/A,"Urdu, Hindi, Spanish, French, Korean, English","France, South Korea, Japan, Spain, Mexico",tt2580046,7.8,"5,435",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhkYmNjMTUtNmJhZC00NDVmLTljMGYtMmY5MWFiZDVjNDc0XkEyXkFqcGdeQXVyNjc0MjcxMDk@._V1_SX300.jpg
"That Winter, the Wind Blows",series,2013,N/A,13 Feb 2013,Drama,N/A,N/A,Korean,South Korea,tt2806646,7.7,"1,418",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODI0ODVjMzQtZDEwNy00MWNmLWJmZjYtNTJjMTg1ZmRmZTA0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Voice,series,2017–2021,TV-14,01 Mar 2020,"Action, Crime, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt6212854,7.7,"1,231",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzU2NWU0MjUtMGE1NS00MGE3LTk4ZTktYzhjMjk3NTBiNWNhXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX300.jpg
Alhambeura Goongjeonui Chooeok,series,2018–2019,TV-MA,01 Dec 2018,"Drama, Romance, Sci-Fi, Thriller",N/A,N/A,"Korean, English, Spanish",South Korea,tt8236556,7.8,"3,647",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGZjOTc4ODgtMTA4Yi00ZWFiLWFiZTUtMDk1ZjZmNDlhYTAyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
The K2,series,2016,TV-14,23 Sep 2016,"Drama, Romance, Thriller",N/A,N/A,Korean,South Korea,tt5966882,7.8,"3,566",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGI1MDIzNTItMzg1ZS00MmFkLWFlZDEtYmVmZWVkMDZkM2U3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Mystic Pop-up Bar,series,2020,N/A,20 May 2020,"Comedy, Fantasy, Mystery",N/A,N/A,Korean,South Korea,tt12246190,8.0,"1,067",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Q5NWE0ZjctYWI2MS00N2E1LWE5NjAtYTY5ZTRjN2ZmZWJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Mother,movie,2009,R,28 May 2009,"Crime, Drama, Mystery, Thriller",Bong Joon Ho,"Bong Joon Ho (story), Eun-kyo Park (screenplay), Bong Joon Ho (screenplay)",Korean,South Korea,tt1216496,7.8,"53,293",CJ Entertainment,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_SX300.jpg
Cain and Abel,series,2009,N/A,18 Feb 2009,"Action, Drama, Romance",N/A,N/A,Korean,South Korea,tt3147968,7.7,214,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWJhYjhjNWYtZTMzYS00NTk0LThhN2MtNDYyNjEzYmIwNjVkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Let's Eat,series,2013–,N/A,28 Nov 2013,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt3385484,7.8,490,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTY5N2M0ZTYtZTFiNC00MmE5LWE4MWUtNmZjM2RjY2QwN2FlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Second 20s,series,2015,N/A,28 Aug 2015,Drama,N/A,N/A,Korean,South Korea,tt4984004,7.7,258,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDQ4ZjQxZGEtYmRhMi00YmI3LTkyNDQtN2E1ZDdhNjlkM2UzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Live Up to Your Name,series,2017,N/A,12 Aug 2017,"Drama, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt7094874,7.8,685,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzYwY2NkZGItYzBmZi00YjI3LWJlMTQtYjE5NWE4Y2RjMzNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tong: Memories,series,2016,N/A,22 Jul 2016,Drama,N/A,N/A,Korean,South Korea,tt6289552,8.0,43,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTc2ZWZkYTMtNGZhZC00ZjkzLWFmYTctYmE2MzRhYTEzZDNlXkEyXkFqcGdeQXVyOTQwMjU4ODg@._V1_SX300.jpg
My First First Love,series,2019,N/A,18 Apr 2019,Drama,N/A,N/A,Korean,South Korea,tt8995604,7.6,"1,392",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWVhNTgwMWEtN2U4Yi00NDhhLWIxOWQtNDc2Y2Y1MTFmM2U1XkEyXkFqcGdeQXVyMTEwMTcyMzkz._V1_SX300.jpg
Burning,movie,2018,Not Rated,17 May 2018,"Drama, Mystery",Chang-dong Lee,"Jungmi Oh (screenplay by), Chang-dong Lee (screenplay by), Haruki Murakami (based on the short story ""Barn Burning"" by)","Korean, English","South Korea, Japan",tt7282468,7.5,"50,002",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
"Bring It On, Ghost",series,2016,TV-14,11 Jul 2016,"Comedy, Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5768840,7.7,"1,524",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDJlYjVjMzUtNzBlOC00Yjk2LWJhMDYtMTJlZjA1NDM3NDI4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Aruna & Her Palate,movie,2018,TV-MA,27 Sep 2018,Drama,Edwin,"Laksmi Pamuntjak (story), Titien Wattimena (script writer)",Indonesian,"Indonesia, South Korea, Singapore",tt8894180,7.3,603,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDkwMmQ1Y2ItYjUxMi00MjQ0LTgyNWItZWMwMmFlYjg2Mzg2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Record of Youth,series,2020–,TV-14,07 Sep 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt12850322,7.3,"1,168",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Y5NDA4ZTAtNDViZS00NGMzLWFjNDUtZGI0NzRiNGQ3ZDg4XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The Good Detective,series,2020–,N/A,06 Jul 2020,"Action, Drama, Mystery, Thriller",N/A,N/A,Korean,South Korea,tt12504214,7.4,297,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWY1ZjAwZTctMmUwNS00MmY0LTg3ZjItYTBmYWZmNWFkMTBlXkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_SX300.jpg
Familiar Wife,series,2018,N/A,01 Aug 2018,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt8487786,7.5,522,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg4YmFhYTEtNzdjMi00MjUwLWI5YTgtYmQ3MzNjMTY0MmE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Invader ZIM: Enter the Florpus,movie,2019,TV-Y7-FV,16 Aug 2019,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Hae Young Jung, Young Kyun Park, Jhonen Vasquez","Jhonen Vasquez, Jhonen Vasquez (creator), Breehn Burns (story consultant), Eric Trueheart (writing consultant)","English, Korean","South Korea, USA",tt6739094,7.5,"4,866",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTYyY2NlMzktZWE4Yi00ZjkxLWJjZGItNTgyMDU3YTc4MTlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Love Alarm,series,2019–,TV-MA,22 Aug 2019,"Comedy, Drama, Romance",N/A,N/A,Korean,South Korea,tt9145880,7.4,"2,318",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDI2ZmQ2MGMtN2NhMC00MWJiLWI5YmYtYzEzMjljOGI4YjAxXkEyXkFqcGdeQXVyMTA1OTkyNzk5._V1_SX300.jpg
Cheese in the Trap,series,2016,N/A,04 Jan 2016,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt4741110,7.4,"2,946",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTRiNThhODktZmVjNy00MzU5LThhZGYtMDllNWQ5YzJhZTUzXkEyXkFqcGdeQXVyMjUwMTE1ODU@._V1_SX300.jpg
Strongest Deliveryman,series,2017,N/A,04 Aug 2017,"Drama, Romance",N/A,N/A,Korean,South Korea,tt7022748,7.3,349,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTZkOGVjNjQtYzhhOC00MzA1LThmODgtMDI3ZGJlZWJmYWViXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Forgotten,movie,2017,TV-MA,29 Nov 2017,"Horror, Mystery, Thriller",Hang-jun Jang,Hang-jun Jang,Korean,South Korea,tt7057496,7.4,"19,763",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWE2Y2FhNzQtN2NkOC00MjdjLTgyMDYtYTUwMzQ0MTIxNjcxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
YG Future Strategy Office,series,2018–,TV-MA,05 Oct 2018,Comedy,N/A,N/A,N/A,South Korea,tt8129694,7.1,186,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2I0ZDQyMTQtZTFkMC00ZDU5LTk1NjItZjlhYjg5YTFhMzdlXkEyXkFqcGdeQXVyNTk5NDY5Njc@._V1_SX300.jpg
My Secret Romance,series,2017,TV-14,17 Apr 2017,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt6300100,7.2,"1,887",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWE3YjI3M2MtYjAyYS00YjAyLWFkZDAtOTM5NDVjZTY0ZGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Tomorrow with You,series,2017,TV-14,03 Feb 2017,"Fantasy, Romance",N/A,N/A,Korean,South Korea,tt5994346,7.5,655,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmU1ZmQwZGItNTM4Zi00NTYyLWFhNjItMTBlM2JlODA4Zjk2L2ltYWdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Oggy and the Cockroaches,series,1997–,TV-Y,28 Nov 1998,"Animation, Action, Comedy, Family",N/A,"Jean-Yves Raimbaud, Marc Du Pontavice","French, English","France, Canada, Philippines, Vietnam, South Korea, USA, UK",tt0213363,7.3,"3,602",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzBmODg2NDctODE2Ny00NjcwLTliNTYtZTlmMjg4MTAwMzJmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg
Ultimate Beastmaster,series,2017–2018,N/A,24 Feb 2017,"Game-Show, Reality-TV",N/A,"David Broome, Sylvester Stallone","English, Spanish, Korean, Japanese, German, Portuguese","USA, Brazil, South Korea, Mexico, Japan, Germany",tt5607970,7.3,"2,116",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjkxMjM5MTkzM15BMl5BanBnXkFtZTgwNDAwODIzMTI@._V1_SX300.jpg
